phase,iteration,meco_mach,pitch_time_0,pitch_angle_0,pitch_time_1,pitch_angle_1,pitch_time_2,pitch_angle_2,pitch_time_3,pitch_angle_3,pitch_time_4,pitch_angle_4,coast_s,upper_burn_s,upper_ignition_delay_s,azimuth_deg,upper_pitch_time_0,upper_pitch_angle_0,upper_pitch_time_1,upper_pitch_angle_1,upper_pitch_time_2,upper_pitch_angle_2,upper_pitch_time_3,upper_pitch_angle_3,upper_throttle_level_0,upper_throttle_level_1,upper_throttle_level_2,upper_throttle_level_3,upper_throttle_switch_ratio_0,upper_throttle_switch_ratio_1,upper_throttle_switch_ratio_2,booster_throttle_level_0,booster_throttle_level_1,booster_throttle_level_2,booster_throttle_level_3,booster_throttle_switch_ratio_0,booster_throttle_switch_ratio_1,booster_throttle_switch_ratio_2,cost,fuel,orbit_error,perigee_error_m,apoapsis_error_m,max_altitude_m,eval_t_sim_s,eval_altitude_m,eval_speed_mps,eval_vr_mps,eval_fpa_deg,cutoff_reason,perigee_alt_m,apoapsis_alt_m,eccentricity,fuel_main_kg,fuel_circ_kg,fuel_total_kg,circ_dv_mps,circ_applied,perigee_alt_pre_circ_m,apoapsis_alt_pre_circ_m,eccentricity_pre_circ,orbit_error_pre_circ_m,status_pre_circ,booster_pitch_program_sorted,upper_pitch_program_sorted,booster_throttle_schedule,upper_throttle_schedule,status
Phase 1,299,5.0326,2.0,83.8,23.8,74.0,70.2,65.6,109.4,49.9,149.7,25.0,14.5,733.3,25.4,0.0,5.6,48.9,490.9,3.4,738.5,12.3,386.9,0.9,0.86,0.69,0.98,0.90,0.13,0.33,0.85,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1004147796.93,5530885.72,1000000000.00,0.00,0.00,457432.65,609.000,457432.65,10812.640,1600.980,8.515,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.0,83.8],[23.8,74.0],[70.2,65.6],[109.4,49.9],[149.7,25.0]]","[[5.6,48.9],[386.9,0.9],[490.9,3.4],[738.5,12.3]]","[[0.0,1.0],[14.967,1.0],[14.967,1.0],[74.833,1.0],[74.833,1.0],[134.7,1.0],[134.7,1.0],[149.667,1.0],[1000000000.0,1.0]]","[[0.0,0.857],[96.098,0.857],[96.098,0.694],[239.361,0.694],[239.361,0.983],[625.058,0.983],[625.058,0.901],[733.259,0.901],[734.259,0.0]]",ESCAPE
Phase 1,302,4.9290,1.6,83.2,44.6,79.6,76.5,66.2,108.4,50.0,149.7,22.2,9.2,486.2,21.8,0.0,14.9,46.8,403.4,3.9,959.0,10.6,333.7,3.1,0.92,0.79,0.91,0.95,0.23,0.32,0.72,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1020002600.19,5548977.63,1000000000.00,0.00,0.00,522763.83,579.000,522763.83,10790.782,1447.353,7.708,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.6,83.2],[44.6,79.6],[76.5,66.2],[108.4,50.0],[149.7,22.2]]","[[14.9,46.8],[333.7,3.1],[403.4,3.9],[959.0,10.6]]","[[0.0,1.0],[14.969,1.0],[14.969,1.0],[74.847,1.0],[74.847,1.0],[134.725,1.0],[134.725,1.0],[149.695,1.0],[1000000000.0,1.0]]","[[0.0,0.922],[113.104,0.922],[113.104,0.787],[155.175,0.787],[155.175,0.911],[351.238,0.911],[351.238,0.95],[486.194,0.95],[487.194,0.0]]",ESCAPE
Phase 1,304,4.9446,1.4,87.2,35.7,71.5,74.8,58.0,108.4,47.9,136.6,27.6,8.1,647.6,22.4,0.0,14.3,68.6,440.9,16.5,730.3,14.5,525.0,8.4,0.97,0.87,1.00,0.88,0.20,0.36,0.89,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1010148952.58,5520322.07,1000000000.00,0.00,0.00,977685.15,567.000,977685.15,10434.945,4321.875,24.467,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.4,87.2],[35.7,71.5],[74.8,58.0],[108.4,47.9],[136.6,27.6]]","[[14.3,68.6],[440.9,16.5],[525.0,8.4],[730.3,14.5]]","[[0.0,1.0],[13.662,1.0],[13.662,1.0],[68.309,1.0],[68.309,1.0],[122.957,1.0],[122.957,1.0],[136.619,1.0],[1000000000.0,1.0]]","[[0.0,0.97],[129.456,0.97],[129.456,0.868],[234.437,0.868],[234.437,1.0],[578.243,1.0],[578.243,0.884],[647.564,0.884],[648.564,0.0]]",ESCAPE
Phase 1,300,4.5016,0.8,83.9,39.7,70.5,76.3,58.3,99.3,40.4,149.4,24.7,16.2,390.5,19.9,0.0,1.1,65.8,319.9,4.0,923.4,14.5,200.0,0.3,0.99,0.83,0.97,0.76,0.23,0.26,0.76,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1002415159.40,5107384.16,1323795.16,371942.20,1323795.16,568251.82,493.000,389363.29,7941.755,744.858,5.382,,48057.80,1743795.16,0.116675,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.8,83.9],[39.7,70.5],[76.3,58.3],[99.3,40.4],[149.4,24.7]]","[[1.1,65.8],[200.0,0.3],[319.9,4.0],[923.4,14.5]]","[[0.0,1.0],[14.945,1.0],[14.945,1.0],[74.723,1.0],[74.723,1.0],[134.502,1.0],[134.502,1.0],[149.446,1.0],[1000000000.0,1.0]]","[[0.0,0.992],[88.471,0.992],[88.471,0.832],[102.219,0.832],[102.219,0.973],[298.038,0.973],[298.038,0.757],[390.505,0.757],[391.505,0.0]]",SUBORBIT
Phase 1,303,4.5105,8.9,81.1,37.2,72.1,82.1,69.7,109.8,39.6,144.2,22.6,6.8,478.0,16.3,0.0,22.4,53.9,292.6,0.8,634.1,9.0,340.0,0.1,0.86,0.77,0.99,1.00,0.23,0.34,0.92,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1315069134.85,5279839.72,1000000000.00,0.00,0.00,318563.24,568.000,231120.43,11370.775,291.347,1.468,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[8.9,81.1],[37.2,72.1],[82.1,69.7],[109.8,39.6],[144.2,22.6]]","[[22.4,53.9],[292.6,0.8],[340.0,0.1],[634.1,9.0]]","[[0.0,1.0],[14.42,1.0],[14.42,1.0],[72.099,1.0],[72.099,1.0],[129.779,1.0],[129.779,1.0],[144.198,1.0],[1000000000.0,1.0]]","[[0.0,0.856],[112.124,0.856],[112.124,0.773],[160.244,0.773],[160.244,0.985],[441.587,0.985],[441.587,0.996],[477.975,0.996],[478.975,0.0]]",ESCAPE
Phase 1,301,5.3210,5.2,85.4,31.3,70.7,71.5,51.6,111.3,44.4,146.0,27.3,4.8,464.9,12.9,0.0,0.0,41.2,328.5,12.0,879.8,14.7,230.5,0.1,0.98,0.65,1.00,0.90,0.09,0.33,0.76,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1403243405.09,5642787.68,1403081758.76,161646.34,1403081758.76,990588.53,558.000,446503.98,10787.568,1787.886,9.540,,258353.66,1403501758.76,0.990640,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.2,85.4],[31.3,70.7],[71.5,51.6],[111.3,44.4],[146.0,27.3]]","[[0.0,41.2],[230.5,0.1],[328.5,12.0],[879.8,14.7]]","[[0.0,1.0],[14.598,1.0],[14.598,1.0],[72.989,1.0],[72.989,1.0],[131.38,1.0],[131.38,1.0],[145.978,1.0],[1000000000.0,1.0]]","[[0.0,0.975],[41.248,0.975],[41.248,0.652],[153.566,0.652],[153.566,0.998],[353.983,0.998],[353.983,0.9],[464.883,0.9],[465.883,0.0]]",OK
Phase 1,310,5.1205,0.8,84.2,47.6,70.0,78.3,68.6,97.1,50.0,145.9,29.0,19.0,862.1,13.2,0.0,2.5,71.3,193.5,8.1,1036.1,9.1,270.2,0.2,0.97,0.76,0.88,0.97,0.15,0.27,0.83,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1015829199.45,5623268.23,1000000000.00,0.00,0.00,457596.04,586.000,457596.04,10834.096,1203.312,6.377,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.8,84.2],[47.6,70.0],[78.3,68.6],[97.1,50.0],[145.9,29.0]]","[[2.5,71.3],[193.5,8.1],[270.2,0.2],[1036.1,9.1]]","[[0.0,1.0],[14.587,1.0],[14.587,1.0],[72.933,1.0],[72.933,1.0],[131.28,1.0],[131.28,1.0],[145.866,1.0],[1000000000.0,1.0]]","[[0.0,0.972],[125.657,0.972],[125.657,0.763],[230.815,0.763],[230.815,0.881],[715.936,0.881],[715.936,0.966],[862.145,0.966],[863.145,0.0]]",ESCAPE
Phase 1,312,5.4650,2.1,88.2,47.0,74.3,70.1,52.7,109.2,43.5,149.2,28.6,23.0,636.4,12.2,0.0,6.4,60.7,353.6,6.8,1078.4,14.7,368.8,1.0,0.93,0.93,0.94,0.81,0.31,0.26,0.86,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1015995270.75,5756212.40,1000000000.00,0.00,0.00,702581.37,571.000,702581.37,10646.172,2117.582,11.473,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.1,88.2],[47.0,74.3],[70.1,52.7],[109.2,43.5],[149.2,28.6]]","[[6.4,60.7],[353.6,6.8],[368.8,1.0],[1078.4,14.7]]","[[0.0,1.0],[14.923,1.0],[14.923,1.0],[74.614,1.0],[74.614,1.0],[134.305,1.0],[134.305,1.0],[149.227,1.0],[1000000000.0,1.0]]","[[0.0,0.929],[164.51,0.929],[164.51,0.926],[197.528,0.926],[197.528,0.943],[545.088,0.943],[545.088,0.814],[636.422,0.814],[637.422,0.0]]",ESCAPE
Phase 1,311,4.8757,3.4,86.7,38.6,72.3,83.3,58.6,97.1,49.6,142.3,19.7,13.4,527.2,45.2,0.0,1.8,71.9,440.2,4.0,946.2,9.9,484.1,1.6,0.90,0.83,0.93,0.87,0.16,0.36,0.74,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1001283115.14,5523567.88,1000000000.00,0.00,0.00,678426.17,619.000,678426.17,10636.666,2269.231,12.318,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.4,86.7],[38.6,72.3],[83.3,58.6],[97.1,49.6],[142.3,19.7]]","[[1.8,71.9],[440.2,4.0],[484.1,1.6],[946.2,9.9]]","[[0.0,1.0],[14.228,1.0],[14.228,1.0],[71.14,1.0],[71.14,1.0],[128.053,1.0],[128.053,1.0],[142.281,1.0],[1000000000.0,1.0]]","[[0.0,0.901],[82.695,0.901],[82.695,0.834],[187.653,0.834],[187.653,0.925],[388.238,0.925],[388.238,0.87],[527.205,0.87],[528.205,0.0]]",ESCAPE
Phase 1,309,5.5168,4.3,84.1,31.4,63.8,81.1,54.0,99.9,36.2,148.9,24.1,21.9,261.2,45.4,0.0,29.8,67.8,483.9,3.8,1050.3,8.3,484.0,0.4,0.99,0.97,1.00,0.83,0.18,0.52,0.65,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1063333095.40,4845772.95,6021143.85,6021143.85,100513.00,520610.90,406.000,393294.08,3714.786,1316.917,20.763,,-5601143.85,520513.00,0.799029,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.3,84.1],[31.4,63.8],[81.1,54.0],[99.9,36.2],[148.9,24.1]]","[[29.8,67.8],[483.9,3.8],[484.0,0.4],[1050.3,8.3]]","[[0.0,1.0],[14.888,1.0],[14.888,1.0],[74.441,1.0],[74.441,1.0],[133.993,1.0],[133.993,1.0],[148.881,1.0],[1000000000.0,1.0]]","[[0.0,0.994],[48.171,0.994],[48.171,0.974],[134.894,0.974],[134.894,0.997],[170.783,0.997],[170.783,0.827],[261.164,0.827],[262.164,0.0]]",SUBORBIT
Phase 1,306,5.4270,0.4,88.2,27.0,74.7,84.9,55.5,101.2,47.5,142.3,26.6,18.2,677.8,18.9,0.0,23.9,74.1,430.4,10.3,709.1,12.1,202.2,2.8,1.00,0.63,1.00,0.96,0.17,0.42,0.82,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1009776459.46,5731778.09,1000000000.00,0.00,0.00,901396.53,622.000,901396.53,10488.621,2955.158,16.365,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.4,88.2],[27.0,74.7],[84.9,55.5],[101.2,47.5],[142.3,26.6]]","[[23.9,74.1],[202.2,2.8],[430.4,10.3],[709.1,12.1]]","[[0.0,1.0],[14.228,1.0],[14.228,1.0],[71.142,1.0],[71.142,1.0],[128.056,1.0],[128.056,1.0],[142.284,1.0],[1000000000.0,1.0]]","[[0.0,1.0],[118.578,1.0],[118.578,0.634],[285.049,0.634],[285.049,1.0],[556.721,1.0],[556.721,0.956],[677.799,0.956],[678.799,0.0]]",ESCAPE
Phase 1,307,4.8106,0.3,80.8,35.0,75.0,80.6,58.0,102.2,46.9,140.6,25.1,16.2,330.2,37.3,0.0,0.3,56.5,439.6,3.7,741.2,13.5,720.0,1.7,0.89,0.53,1.00,0.83,0.17,0.41,0.80,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1056717738.55,4763209.53,5415555.38,5415555.38,146629.34,273381.14,454.000,262210.81,4558.439,364.089,4.581,,-4995555.38,273370.66,0.656988,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.3,80.8],[35.0,75.0],[80.6,58.0],[102.2,46.9],[140.6,25.1]]","[[0.3,56.5],[439.6,3.7],[720.0,1.7],[741.2,13.5]]","[[0.0,1.0],[14.059,1.0],[14.059,1.0],[70.293,1.0],[70.293,1.0],[126.528,1.0],[126.528,1.0],[140.587,1.0],[1000000000.0,1.0]]","[[0.0,0.892],[56.339,0.892],[56.339,0.53],[135.621,0.53],[135.621,1.0],[265.067,1.0],[265.067,0.826],[330.154,0.826],[331.154,0.0]]",SUBORBIT
Phase 1,305,4.6502,2.6,86.4,47.0,69.0,67.7,62.0,110.5,45.6,146.8,22.1,24.1,395.6,36.8,0.0,7.5,53.8,415.9,8.5,570.9,11.3,349.1,0.1,0.90,0.76,0.99,1.00,0.29,0.25,0.84,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008113800.73,5244671.03,3727566.51,671475.84,3727566.51,775023.84,525.000,398645.86,8357.445,1596.308,11.011,,-251475.84,4147566.51,0.264396,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.6,86.4],[47.0,69.0],[67.7,62.0],[110.5,45.6],[146.8,22.1]]","[[7.5,53.8],[349.1,0.1],[415.9,8.5],[570.9,11.3]]","[[0.0,1.0],[14.683,1.0],[14.683,1.0],[73.413,1.0],[73.413,1.0],[132.144,1.0],[132.144,1.0],[146.827,1.0],[1000000000.0,1.0]]","[[0.0,0.904],[98.939,0.904],[98.939,0.765],[113.004,0.765],[113.004,0.992],[333.567,0.992],[333.567,1.0],[395.611,1.0],[396.611,0.0]]",SUBORBIT
Phase 1,308,5.1823,0.1,87.0,39.1,73.0,89.0,66.6,100.5,49.2,144.4,22.8,22.8,411.2,45.0,0.0,6.0,54.6,484.8,0.1,1045.2,11.9,517.7,0.2,0.96,0.66,1.00,0.88,0.23,0.26,0.72,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1012666566.66,5558753.53,10963411.94,427559.52,10963411.94,1074544.93,553.000,576815.15,9038.077,2079.488,13.302,,-7559.52,11383411.94,0.472305,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.1,87.0],[39.1,73.0],[89.0,66.6],[100.5,49.2],[144.4,22.8]]","[[6.0,54.6],[484.8,0.1],[517.7,0.2],[1045.2,11.9]]","[[0.0,1.0],[14.443,1.0],[14.443,1.0],[72.214,1.0],[72.214,1.0],[129.985,1.0],[129.985,1.0],[144.428,1.0],[1000000000.0,1.0]]","[[0.0,0.961],[94.751,0.961],[94.751,0.661],[105.206,0.661],[105.206,1.0],[294.525,1.0],[294.525,0.876],[411.17,0.876],[412.17,0.0]]",SUBORBIT
Phase 1,314,4.8785,1.2,83.0,45.6,69.4,76.5,51.9,92.2,50.0,143.8,17.6,9.9,706.7,17.4,0.0,18.4,69.3,488.4,0.8,1169.4,9.8,408.6,1.4,1.00,1.00,0.83,0.87,0.26,0.41,0.80,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1014765920.19,5464517.27,1000000000.00,0.00,0.00,935100.48,553.000,935100.48,10474.018,3706.691,20.726,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.2,83.0],[45.6,69.4],[76.5,51.9],[92.2,50.0],[143.8,17.6]]","[[18.4,69.3],[408.6,1.4],[488.4,0.8],[1169.4,9.8]]","[[0.0,1.0],[14.385,1.0],[14.385,1.0],[71.923,1.0],[71.923,1.0],[129.461,1.0],[129.461,1.0],[143.846,1.0],[1000000000.0,1.0]]","[[0.0,0.999],[183.937,0.999],[183.937,0.996],[292.311,0.996],[292.311,0.827],[562.39,0.827],[562.39,0.867],[706.687,0.867],[707.687,0.0]]",ESCAPE
Phase 1,316,5.2603,5.2,86.6,44.3,73.7,67.0,46.0,105.9,49.4,145.4,28.5,14.8,762.0,10.4,0.0,4.6,50.3,442.4,4.0,680.1,13.9,296.0,0.7,0.91,0.66,1.00,0.79,0.21,0.35,0.72,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008274816.12,5700922.30,1000000000.00,0.00,0.00,577897.25,582.000,577897.25,10726.339,1752.615,9.404,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.2,86.6],[44.3,73.7],[67.0,46.0],[105.9,49.4],[145.4,28.5]]","[[4.6,50.3],[296.0,0.7],[442.4,4.0],[680.1,13.9]]","[[0.0,1.0],[14.538,1.0],[14.538,1.0],[72.692,1.0],[72.692,1.0],[130.845,1.0],[130.845,1.0],[145.384,1.0],[1000000000.0,1.0]]","[[0.0,0.91],[162.117,0.91],[162.117,0.661],[263.733,0.661],[263.733,0.995],[552.265,0.995],[552.265,0.788],[762.045,0.788],[763.045,0.0]]",ESCAPE
Phase 1,318,4.6545,4.6,86.5,38.3,72.7,78.7,61.2,108.8,49.8,147.9,27.5,10.5,584.8,11.3,0.0,0.1,44.7,204.3,14.5,1140.7,8.0,205.6,1.0,1.00,0.72,0.98,0.87,0.19,0.26,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1019938072.97,5366804.23,1000000000.00,0.00,0.00,413318.82,539.000,413318.82,10864.469,1855.115,9.831,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.6,86.5],[38.3,72.7],[78.7,61.2],[108.8,49.8],[147.9,27.5]]","[[0.1,44.7],[204.3,14.5],[205.6,1.0],[1140.7,8.0]]","[[0.0,1.0],[14.789,1.0],[14.789,1.0],[73.947,1.0],[73.947,1.0],[133.104,1.0],[133.104,1.0],[147.894,1.0],[1000000000.0,1.0]]","[[0.0,0.998],[113.661,0.998],[113.661,0.72],[152.868,0.72],[152.868,0.979],[508.043,0.979],[508.043,0.866],[584.772,0.866],[585.772,0.0]]",ESCAPE
Phase 1,315,5.2201,4.5,83.6,47.8,73.9,81.3,69.7,104.8,50.0,150.0,24.5,8.2,382.0,14.1,0.0,14.8,49.9,344.6,5.8,1199.8,12.5,294.5,5.9,0.89,0.85,0.97,0.65,0.08,0.25,0.82,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1018672289.26,5405354.24,1930107.71,1930107.71,441104.40,687164.02,480.000,501232.18,7076.770,1005.162,8.166,,-1510107.71,861104.40,0.196081,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.5,83.6],[47.8,73.9],[81.3,69.7],[104.8,50.0],[150.0,24.5]]","[[14.8,49.9],[294.5,5.9],[344.6,5.8],[1199.8,12.5]]","[[0.0,1.0],[14.998,1.0],[14.998,1.0],[74.988,1.0],[74.988,1.0],[134.978,1.0],[134.978,1.0],[149.976,1.0],[1000000000.0,1.0]]","[[0.0,0.894],[29.346,0.894],[29.346,0.851],[97.22,0.851],[97.22,0.974],[312.784,0.974],[312.784,0.646],[382.012,0.646],[383.012,0.0]]",SUBORBIT
Phase 1,313,4.5195,1.1,86.2,31.2,79.3,86.6,60.4,108.9,44.8,146.7,21.8,12.7,425.6,12.5,0.0,12.2,55.1,408.4,1.1,733.3,8.1,529.0,0.4,1.00,0.70,1.00,0.78,0.27,0.32,0.79,1.00,1.00,1.00,1.00,0.10,0.50,0.90,21308670.73,5288400.63,21169691.10,138979.63,21169691.10,995912.41,518.000,536376.15,9611.501,1610.965,9.649,,281020.37,21589691.10,0.615631,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.1,86.2],[31.2,79.3],[86.6,60.4],[108.9,44.8],[146.7,21.8]]","[[12.2,55.1],[408.4,1.1],[529.0,0.4],[733.3,8.1]]","[[0.0,1.0],[14.67,1.0],[14.67,1.0],[73.349,1.0],[73.349,1.0],[132.028,1.0],[132.028,1.0],[146.698,1.0],[1000000000.0,1.0]]","[[0.0,0.999],[113.66,0.999],[113.66,0.702],[137.156,0.702],[137.156,0.995],[337.015,0.995],[337.015,0.775],[425.623,0.775],[426.623,0.0]]",OK
Phase 1,317,4.8603,1.3,86.0,39.1,64.9,80.3,66.0,97.7,47.6,147.3,25.3,26.5,592.0,5.2,0.0,5.5,36.8,386.3,1.6,1191.3,13.4,210.6,1.9,0.82,0.76,0.81,0.92,0.13,0.30,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2263236487.12,5494785.39,1000000000.00,0.00,0.00,320231.64,658.000,124184.06,13010.609,621.332,2.737,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.3,86.0],[39.1,64.9],[80.3,66.0],[97.7,47.6],[147.3,25.3]]","[[5.5,36.8],[210.6,1.9],[386.3,1.6],[1191.3,13.4]]","[[0.0,1.0],[14.733,1.0],[14.733,1.0],[73.667,1.0],[73.667,1.0],[132.6,1.0],[132.6,1.0],[147.334,1.0],[1000000000.0,1.0]]","[[0.0,0.825],[76.449,0.825],[76.449,0.762],[175.208,0.762],[175.208,0.814],[561.483,0.814],[561.483,0.924],[592.017,0.924],[593.017,0.0]]",ESCAPE
Phase 1,320,4.8102,0.0,86.7,37.0,77.5,87.5,62.5,95.0,46.5,142.5,28.5,17.1,500.3,44.8,0.0,5.6,69.5,285.5,2.3,556.7,12.6,262.3,2.3,0.92,0.52,0.98,0.80,0.17,0.31,0.73,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1404702637.63,5484777.70,1000000000.00,0.00,0.00,319032.83,633.000,223044.38,11534.580,288.269,1.432,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.0,86.7],[37.0,77.5],[87.5,62.5],[95.0,46.5],[142.5,28.5]]","[[5.6,69.5],[262.3,2.3],[285.5,2.3],[556.7,12.6]]","[[0.0,1.0],[14.25,1.0],[14.25,1.0],[71.25,1.0],[71.25,1.0],[128.25,1.0],[128.25,1.0],[142.5,1.0],[1000000000.0,1.0]]","[[0.0,0.92],[86.225,0.92],[86.225,0.525],[154.205,0.525],[154.205,0.978],[365.956,0.978],[365.956,0.803],[500.347,0.803],[501.347,0.0]]",ESCAPE
Phase 1,319,4.7929,6.1,84.5,29.9,77.6,65.3,56.5,107.4,37.9,149.6,27.4,8.2,596.3,36.0,0.0,4.7,46.4,190.8,3.8,797.3,12.5,368.7,5.9,0.91,0.67,0.99,0.72,0.31,0.38,0.70,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2255459419.28,5506032.51,1000000000.00,0.00,0.00,320113.92,623.000,110987.97,13008.076,732.082,3.226,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.1,84.5],[29.9,77.6],[65.3,56.5],[107.4,37.9],[149.6,27.4]]","[[4.7,46.4],[190.8,3.8],[368.7,5.9],[797.3,12.5]]","[[0.0,1.0],[14.957,1.0],[14.957,1.0],[74.785,1.0],[74.785,1.0],[134.613,1.0],[134.613,1.0],[149.57,1.0],[1000000000.0,1.0]]","[[0.0,0.906],[184.534,0.906],[184.534,0.666],[226.175,0.666],[226.175,0.994],[417.872,0.994],[417.872,0.722],[596.349,0.722],[597.349,0.0]]",ESCAPE
Phase 1,323,4.5288,0.6,86.9,33.8,75.4,88.1,56.2,97.7,46.7,149.8,26.7,12.3,235.8,55.6,0.0,7.3,57.3,476.7,2.6,752.5,15.0,463.6,0.6,1.00,0.50,0.99,0.86,0.23,0.35,0.85,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1066145819.70,4221175.05,6268962.61,6268962.61,187230.95,232779.55,370.000,218632.01,3017.097,470.103,8.964,,-5848962.61,232769.05,0.853480,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.6,86.9],[33.8,75.4],[88.1,56.2],[97.7,46.7],[149.8,26.7]]","[[7.3,57.3],[463.6,0.6],[476.7,2.6],[752.5,15.0]]","[[0.0,1.0],[14.978,1.0],[14.978,1.0],[74.889,1.0],[74.889,1.0],[134.801,1.0],[134.801,1.0],[149.778,1.0],[1000000000.0,1.0]]","[[0.0,0.999],[54.781,0.999],[54.781,0.497],[81.721,0.497],[81.721,0.99],[201.545,0.99],[201.545,0.857],[235.808,0.857],[236.808,0.0]]",SUBORBIT
Phase 1,324,4.5007,0.1,87.7,45.5,80.1,74.5,52.6,105.0,42.7,140.5,27.2,22.8,573.8,42.6,0.0,17.5,74.8,326.9,11.7,952.3,13.2,876.3,2.0,0.91,0.72,0.99,0.96,0.20,0.31,0.77,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1011757035.00,5359748.19,1000000000.00,0.00,0.00,525814.20,618.000,525814.20,10773.115,2093.742,11.207,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.1,87.7],[45.5,80.1],[74.5,52.6],[105.0,42.7],[140.5,27.2]]","[[17.5,74.8],[326.9,11.7],[876.3,2.0],[952.3,13.2]]","[[0.0,1.0],[14.053,1.0],[14.053,1.0],[70.266,1.0],[70.266,1.0],[126.479,1.0],[126.479,1.0],[140.532,1.0],[1000000000.0,1.0]]","[[0.0,0.911],[115.156,0.911],[115.156,0.72],[180.559,0.72],[180.559,0.994],[444.608,0.994],[444.608,0.959],[573.794,0.959],[574.794,0.0]]",ESCAPE
Phase 1,326,4.9583,5.5,85.9,28.0,75.6,78.6,68.9,104.6,45.9,145.4,17.6,8.3,317.6,14.6,0.0,0.6,66.6,470.7,13.9,771.9,13.7,278.5,3.5,1.00,0.49,0.95,0.96,0.26,0.40,0.68,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1059749846.61,4936707.48,5672528.58,5672528.58,352032.24,744814.74,413.000,490129.60,4437.911,1821.649,24.235,,-5252528.58,772032.24,0.729233,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.5,85.9],[28.0,75.6],[78.6,68.9],[104.6,45.9],[145.4,17.6]]","[[0.6,66.6],[278.5,3.5],[470.7,13.9],[771.9,13.7]]","[[0.0,1.0],[14.544,1.0],[14.544,1.0],[72.719,1.0],[72.719,1.0],[130.895,1.0],[130.895,1.0],[145.439,1.0],[1000000000.0,1.0]]","[[0.0,0.999],[81.837,0.999],[81.837,0.489],[128.245,0.489],[128.245,0.955],[216.711,0.955],[216.711,0.965],[317.648,0.965],[318.648,0.0]]",SUBORBIT
